url,keyword_found
https://news.asu.edu/20251103-sun-devil-community-asu-hosts-welcome-home-tribute-vietnam-veterans-during-salute-service,medicine
https://news.asu.edu/20251107-health-and-medicine-asu-researcher-importance-considering-sex-differences-health-studies,medicine
https://news.asu.edu/20251103-science-and-technology-secrets-microbial-motion-how-bacteria-swash-glide-and-shift-gears,breakthrough
https://news.asu.edu/20250807-environment-and-sustainability-preparing-drier-future-colorado-river-basin,breakthrough
https://news.asu.edu/20251022-university-news-4-asu-faculty-earn-prestigious-presidents-professor-designation,medicine
